id,phase,year,language,metric,val
sde016,post,2018,Spanish,recording_duration,233.09
sde016,post,2018,Spanish,phonation_time,233.09
sde016,post,2018,Spanish,sr,4.01
sde016,post,2018,Spanish,ar,4.01
sde016,post,2018,Spanish,asd,0.25
sde016,pre,2018,Spanish,n_syllables,662
sde016,pre,2018,Spanish,n_pauses,0
sde016,pre,2018,Spanish,recording_duration,155.82
sde016,pre,2018,Spanish,phonation_time,155.82
sde016,pre,2018,Spanish,sr,4.25
sde016,pre,2018,Spanish,ar,4.25
sde016,pre,2018,Spanish,asd,0.235
ses012,post,2017,Spanish,n_syllables,891
ses012,post,2017,Spanish,n_pauses,128
ses012,post,2017,Spanish,recording_duration,351.73
ses012,post,2017,Spanish,phonation_time,213.39
ses012,post,2017,Spanish,sr,2.53
ses012,post,2017,Spanish,ar,4.18
ses012,post,2017,Spanish,asd,0.239
ses012,pre,2017,Spanish,n_syllables,466
ses012,pre,2017,Spanish,n_pauses,28
ses012,pre,2017,Spanish,recording_duration,201.31
ses012,pre,2017,Spanish,phonation_time,187.24
ses012,pre,2017,Spanish,sr,2.31
ses012,pre,2017,Spanish,ar,2.49
ses012,pre,2017,Spanish,asd,0.402
skr089,post,2019,Spanish,n_syllables,749
skr089,post,2019,Spanish,n_pauses,75
skr089,post,2019,Spanish,recording_duration,234.17
skr089,post,2019,Spanish,phonation_time,184.9
skr089,post,2019,Spanish,sr,3.2
skr089,post,2019,Spanish,ar,4.05
skr089,post,2019,Spanish,asd,0.247
skr089,pre,2018,Spanish,n_syllables,1652
skr089,pre,2018,Spanish,n_pauses,0
skr089,pre,2018,Spanish,recording_duration,318.91
skr089,pre,2018,Spanish,phonation_time,318.91
skr089,pre,2018,Spanish,sr,5.18
skr089,pre,2018,Spanish,ar,5.18
skr089,pre,2018,Spanish,asd,0.193
sma079,post,2019,Spanish,n_syllables,868
sma079,post,2019,Spanish,n_pauses,43
sma079,post,2019,Spanish,recording_duration,227.68
sma079,post,2019,Spanish,phonation_time,208.19
sma079,post,2019,Spanish,sr,3.81
sma079,post,2019,Spanish,ar,4.17
sma079,post,2019,Spanish,asd,0.24
sma079,pre,2019,Spanish,n_syllables,696
sma079,pre,2019,Spanish,n_pauses,20
sma079,pre,2019,Spanish,recording_duration,182.92
sma079,pre,2019,Spanish,phonation_time,169.92
sma079,pre,2019,Spanish,sr,3.81
sma079,pre,2019,Spanish,ar,4.1
sma079,pre,2019,Spanish,asd,0.244
tfe093,post,2018,Spanish,n_syllables,912
tfe093,post,2018,Spanish,n_pauses,36
tfe093,post,2018,Spanish,recording_duration,259.21
tfe093,post,2018,Spanish,phonation_time,238.41
tfe093,post,2018,Spanish,sr,3.52
tfe093,post,2018,Spanish,ar,3.83
tfe093,post,2018,Spanish,asd,0.261
tfe093,pre,2018,Spanish,n_syllables,1058
tfe093,pre,2018,Spanish,n_pauses,0
tfe093,pre,2018,Spanish,recording_duration,228.76
tfe093,pre,2018,Spanish,phonation_time,228.76
tfe093,pre,2018,Spanish,sr,4.62
tfe093,pre,2018,Spanish,ar,4.62
tfe093,pre,2018,Spanish,asd,0.216
tho047,post,2019,Spanish,n_syllables,923
tho047,post,2019,Spanish,n_pauses,37
tho047,post,2019,Spanish,recording_duration,303.75
tho047,post,2019,Spanish,phonation_time,284.74
tho047,post,2019,Spanish,sr,3.04
tho047,post,2019,Spanish,ar,3.24
tho047,post,2019,Spanish,asd,0.308
tho047,pre,2019,Spanish,n_syllables,1121
tho047,pre,2019,Spanish,n_pauses,0
tho047,pre,2019,Spanish,recording_duration,346.39
tho047,pre,2019,Spanish,phonation_time,346.39
tho047,pre,2019,Spanish,sr,3.24
tho047,pre,2019,Spanish,ar,3.24
tho047,pre,2019,Spanish,asd,0.309
wni098,post,2017,Spanish,n_syllables,811
wni098,post,2017,Spanish,n_pauses,126
wni098,post,2017,Spanish,recording_duration,288.12
wni098,post,2017,Spanish,phonation_time,189.86
wni098,post,2017,Spanish,sr,2.81
wni098,post,2017,Spanish,ar,4.27
wni098,post,2017,Spanish,asd,0.234
wni098,pre,2017,Spanish,n_syllables,569
wni098,pre,2017,Spanish,n_pauses,1
wni098,pre,2017,Spanish,recording_duration,251.03
wni098,pre,2017,Spanish,phonation_time,250.72
wni098,pre,2017,Spanish,sr,2.27
wni098,pre,2017,Spanish,ar,2.27
wni098,pre,2017,Spanish,asd,0.441
